LoanID,Application_ID,PortfolioID,ApplicationDate,Payin_120days
I2317453-0,137737044,5,51:20.0,2.5
I2173531-0,105823245,6,21:27.0,2.57
I2100554-0,128217037,5,27:56.0,0.5
I2172891-0,92027675,1,02:27.0,1.564285
I2328327-0,99271743,1,55:08.0,1.2
I2138616-0,90905263,1,40:50.0,1.316666
I2030156-0,88415681,1,11:38.0,2
I2328594-0,99278951,1,57:38.0,0.3
I1979684-0,125403170,5,09:13.0,1.083333
I1993311-0,87836471,1,21:51.0,1
I2083734-0,103276403,6,56:51.0,2.872222
I2099061-0,128176740,5,35:09.0,1.046666
I1959060-0,101197125,6,48:10.0,0.961538
I2129721-0,129171497,5,57:23.0,1.225
I2379344-0,115147642,6,11:41.0,0.8
I2111911-0,103803413,6,28:24.0,1.291666
I2226786-0,132714642,5,13:28.0,1.57145
I2068405-0,90105673,7,25:24.0,1
I2163883-0,93427946,7,55:37.0,1.33335
I2214666-0,93192451,1,47:05.0,2.7
I2185750-0,106073535,6,20:01.0,1.866666
I2397690-0,102255429,1,53:32.0,1.1
I1941099-0,124044582,5,59:04.0,0.6
I2164187-0,93439287,7,24:27.0,1.106075
I2290357-0,111445120,6,21:05.0,1.146666
I2097335-0,90812808,7,59:23.0,0
I2215396-0,107098520,6,44:54.0,0.3
I1923292-0,86308455,7,24:33.0,3.016183
I1929885-0,86372072,1,33:51.0,0.3
I2291773-0,100557702,7,40:38.0,1.3
I2308791-0,112246775,6,03:54.0,0.6
I2321835-0,112781383,6,03:29.0,1.02
I2029230-0,102340522,6,35:29.0,1.333333
I2319909-0,101957842,7,08:38.0,1.19688
I2297422-0,97976344,1,14:42.0,1.02
I2052879-0,127124200,5,07:34.0,1.35
I2199658-0,106499767,6,59:48.0,1.1211
I2073694-0,127539701,5,34:20.0,0.9
I2123231-0,90274864,1,56:47.0,2.135716
I1945427-0,87128472,7,42:59.0,0
I2171394-0,93739944,7,51:36.0,1.2
I2396667-0,105299280,7,29:40.0,0.8
I2359074-0,114361014,6,54:06.0,1.275
I2216314-0,132234616,5,15:59.0,2.641428
I2238704-0,96953514,7,28:10.0,2.31
I2128692-0,91743854,7,02:24.0,2.6
I2020193-0,126266292,5,41:08.0,2.253333
I1921192-0,86215667,7,36:00.0,0.6
I1918678-0,122945255,5,31:03.0,0.53375
I2386111-0,101660914,1,13:12.0,0
I2352306-0,139114494,5,04:56.0,1.75
I2209373-0,93040516,1,40:12.0,2.219966
I2312852-0,137552124,5,20:19.0,1.5384
I1932714-0,123661209,5,04:36.0,1.05
I2342068-0,138665652,5,01:19.0,0
I2212010-0,132035520,5,42:07.0,2.2
I2030195-0,88416952,1,31:15.0,0.2
I2059065-0,88996060,1,04:30.0,1.464286
I2038882-0,126724231,5,27:29.0,1.22
I1929189-0,86353157,1,51:05.0,0.5
I1982461-0,125491572,5,23:46.0,0.716666
I2199279-0,92694961,1,03:04.0,2.9325
I1968859-0,125062455,5,58:10.0,2.0619
I2290917-0,111476538,6,50:45.0,0.195
I2065211-0,90044403,7,14:50.0,1.3
I2073832-0,103079030,6,31:04.0,2
I2219592-0,95588975,7,27:32.0,1
I2155212-0,130316771,5,19:00.0,1
I1966189-0,87379273,1,08:28.0,0
I1968802-0,125060648,5,36:37.0,1.775
I2014032-0,102110418,6,52:41.0,1.064285
I2197403-0,131543129,5,38:29.0,1
I2241638-0,94814006,1,17:03.0,0
I2090642-0,89570462,1,55:11.0,0.6
I2372512-0,139933647,5,04:24.0,2.75
I2222230-0,132507534,5,41:46.0,1.175
I2039887-0,102529071,6,27:14.0,0.8
I2266643-0,110132283,6,01:13.0,1.133333
I2218419-0,93361209,1,49:21.0,2.27928
I1967685-0,125025342,5,10:43.0,2.31
I2001453-0,125880981,5,32:40.0,1.2
I2139863-0,92313355,7,34:07.0,1.19
I2395857-0,102160447,1,27:48.0,0.6
I1960774-0,124787723,5,00:34.0,2.47
I2397916-0,116170335,6,37:32.0,1.4
I2164828-0,91786794,1,04:01.0,2.591666
I2237833-0,108396657,6,00:38.0,0.8
I2273603-0,96682049,1,29:40.0,0.4
I1964721-0,87713280,7,25:09.0,1.8
I2224744-0,107521268,6,43:59.0,1.5
I2072435-0,89191174,1,57:47.0,2.19
I2229814-0,132959405,5,49:38.0,1.021433
I1937512-0,123890426,5,50:41.0,0.6
I2147927-0,92717026,7,17:25.0,0.831818
I2379833-0,101372871,1,24:23.0,1.0393
I1960582-0,101234341,6,12:06.0,0.6
I2046382-0,89575003,7,03:36.0,2.62
I2149580-0,130105336,5,10:27.0,2.602
I2163129-0,130621040,5,13:34.0,2.52625
I2335219-0,138412425,5,03:23.0,1.4125
I2333385-0,102533294,7,10:22.0,1.6
I2257997-0,134708585,5,34:04.0,0.2
I2133621-0,91996982,7,53:25.0,2.64918
I2372490-0,104290923,7,38:58.0,0
I1918749-0,99898229,6,22:10.0,0.26875
I2317523-0,98852533,1,35:25.0,0.8
I2030543-0,89132654,7,25:56.0,2.028573
I2112055-0,103809263,6,41:07.0,2.7
I2237405-0,108374725,6,48:37.0,1.607142
I2234748-0,94359364,1,15:08.0,0.53
I2168185-0,93613796,7,08:14.0,0
I2050395-0,88835718,1,10:05.0,2.276666
I1956388-0,87146838,1,40:07.0,1.08
I1953469-0,101079761,6,57:50.0,2.294283
I2187359-0,94191557,7,16:03.0,0
I2004216-0,101971427,6,42:34.0,0.6
I2041041-0,102551498,6,40:19.0,1.97
I1929924-0,123517499,5,58:51.0,2.811666
I2214269-0,107035846,6,51:24.0,2.6
I2187513-0,94198097,7,49:34.0,3.1
I2058745-0,102872791,6,59:33.0,1.895
I1930161-0,86383094,1,32:06.0,2.591666
I2214644-0,95317554,7,47:54.0,2.37
I2092794-0,128012507,5,49:39.0,1.666666
I2069961-0,103027486,6,22:14.0,1.33
I2165692-0,105583430,6,48:37.0,2.49214
I2111988-0,103806064,6,16:12.0,1.2
I2172254-0,93765947,7,36:23.0,1
I2236081-0,133490842,5,45:35.0,0
I2232923-0,133202366,5,55:30.0,1.2
I2254808-0,109362185,6,37:41.0,1.88
I2008950-0,88622317,7,27:39.0,0
I2223247-0,95790485,7,02:52.0,1.35
I2124934-0,104164505,6,06:59.0,2.642857
I1964869-0,87351117,1,21:31.0,2.426666
I2151825-0,130195420,5,21:27.0,1.05
I2101939-0,89785241,1,41:47.0,2.85
I2209120-0,131955746,5,38:06.0,1.11667
I2233771-0,133293935,5,17:54.0,0.3
I2176044-0,93877450,7,58:24.0,2.632857
I1957089-0,124652549,5,42:26.0,2.4
I1971213-0,87860299,7,45:53.0,0
I2330461-0,99353879,1,36:53.0,1.258333
I2004305-0,125932411,5,27:59.0,1
I2013080-0,102093232,6,28:11.0,0
I2378261-0,104463406,7,46:43.0,0.3
I1943352-0,86820523,1,16:27.0,1.2
I2067457-0,89132490,1,41:16.0,0.3
I2038544-0,126712925,5,19:01.0,1.19375
I1986921-0,87749764,1,07:31.0,0.3
I2106021-0,89880181,1,39:21.0,0
I1924924-0,100157325,6,17:43.0,1.921481
I2071164-0,127501033,5,30:04.0,0.814782
I2026589-0,102290552,6,33:06.0,1.75
I2138961-0,104702456,6,19:51.0,1.9375
I2275145-0,96778235,1,08:40.0,1.53571
I2118347-0,104000940,6,00:43.0,1.291666
I2151424-0,91371605,1,39:52.0,0
I2128542-0,90433839,1,13:52.0,0
I2016331-0,88796615,7,01:47.0,0.9
I1957489-0,101163655,6,00:44.0,1.60633
I2077388-0,89318449,1,45:07.0,2.851428
I2307984-0,98465767,1,26:47.0,1.05
I2301358-0,101032083,7,21:05.0,0.6
I1932210-0,86469042,1,08:53.0,2.928333
I2002361-0,88499126,7,29:48.0,2.35714
I2119620-0,104026753,6,31:05.0,1.5375
I2124161-0,90299928,1,05:42.0,1.235714
I2223916-0,107501514,6,28:13.0,1.2
I2292373-0,111543803,6,52:31.0,2.042857
I2095214-0,103483187,6,50:16.0,2.38
I1969113-0,87803307,7,49:32.0,1.3
I1959370-0,124733307,5,31:02.0,2.1
I2200613-0,131663082,5,54:10.0,0.683333
I2222759-0,95771842,7,47:17.0,1
I2149762-0,92802264,7,44:36.0,1.3
I2063739-0,90004835,7,45:45.0,0.651428
I1962243-0,124847551,5,05:56.0,1
I2135961-0,129520740,5,48:14.0,1.3
I2182254-0,94030535,7,02:37.0,1.669046
I2081655-0,89388897,1,31:02.0,2.202857
I2350158-0,100209261,1,22:45.0,1.375
I2110690-0,128487432,5,28:33.0,1.919166
I2159338-0,130480023,5,48:45.0,1.95
I2236160-0,96752242,7,25:07.0,1.185713
I2058570-0,127271894,5,17:35.0,0.3
I2155030-0,105241896,6,25:50.0,1.177777
I2332147-0,113177120,6,32:52.0,0.6
I1951019-0,87038528,1,38:01.0,1.9
I1916509-0,86008267,7,34:38.0,1.35
I2232568-0,107982307,6,29:17.0,2.2
I1990553-0,125672263,5,05:05.0,0.2
I2305292-0,137248645,5,26:00.0,0.6
I1929086-0,100293872,6,18:21.0,0.8
I2253245-0,109269634,6,12:37.0,1.4876
I2316654-0,137717978,5,23:27.0,1.15
I2011146-0,88669316,7,15:27.0,0.6
I2054396-0,102801663,6,25:14.0,1
I2133340-0,104483083,6,15:55.0,0
I1970928-0,87473504,1,43:30.0,0.5
I2020648-0,102209994,6,22:35.0,1.6
I2204111-0,131773766,5,12:57.0,2.74801
I2387523-0,101726260,1,55:36.0,1.3
I2190724-0,94328015,7,04:46.0,1.475
I2172408-0,130951824,5,44:42.0,2.1
I2203090-0,131750192,5,04:34.0,2.457142
I2211904-0,132035074,5,59:14.0,2.575342
I2119483-0,90174776,1,48:26.0,0.6
I2109306-0,91118675,7,49:34.0,0
I2039353-0,88595681,1,07:19.0,1.87855
I2353945-0,114142128,6,49:31.0,0
I1925116-0,123301973,5,56:18.0,2.1
I2124269-0,128929623,5,20:39.0,1.25
I2135182-0,104556360,6,56:31.0,1.15
I2166395-0,130718289,5,16:31.0,1.1
I2174908-0,131013067,5,46:47.0,0
I2266174-0,96244337,1,51:27.0,2.145
I2052704-0,102764771,6,04:40.0,1
I2217664-0,107215456,6,28:48.0,0.3
I2197057-0,92601243,1,39:18.0,1.541666
I2019076-0,88225667,1,05:24.0,0
I2078878-0,127684211,5,33:05.0,0.86875
I2396654-0,116107784,6,16:11.0,0
I1959463-0,87554183,7,58:54.0,0
I2124466-0,91555299,7,08:39.0,1.7
I2234370-0,133343270,5,48:51.0,1.5
I2044183-0,88689868,1,39:32.0,2.62
I2257403-0,134663220,5,35:52.0,2
I2165734-0,130708142,5,24:26.0,1.175
I2089706-0,90621515,7,51:39.0,1.025
I2220730-0,95679188,7,19:01.0,1.208693
I1931321-0,100366176,6,52:15.0,1.28572
I2117756-0,91338704,7,32:18.0,2.935
I2108957-0,103771071,6,24:49.0,1.19
I2282756-0,99991650,7,09:31.0,1.275
I2230877-0,133027614,5,33:22.0,3.04125
I2162813-0,91728320,1,49:39.0,1.583333
I2276440-0,110675452,6,51:15.0,0.51
I2166381-0,91814550,1,06:59.0,0.4
I2168777-0,91922586,1,15:30.0,1.01786
I1968606-0,101398035,6,09:52.0,1.396777
I2351747-0,114024236,6,59:49.0,0
I2022606-0,88929098,7,29:56.0,1.6
I2377478-0,115051837,6,28:08.0,0.765
I2265116-0,96199095,1,39:33.0,1.55
I2045802-0,89556852,7,43:16.0,1.438461
I2208936-0,131949139,5,17:00.0,1.266666
I2110264-0,128487247,5,21:27.0,2.07
I2008696-0,88619170,7,03:14.0,2.51
I2073666-0,89220863,1,22:32.0,2.21625
I2208213-0,131924824,5,23:05.0,1.192588
I2391498-0,140793009,5,02:24.0,1.277087
I2072679-0,89196455,1,05:43.0,2.98
I1979978-0,87635719,1,12:56.0,1.78
I2182630-0,94044668,7,46:13.0,1.35
I2336867-0,102685336,7,48:49.0,1.28125
I2376420-0,115027354,6,07:52.0,0
I2387534-0,115558067,6,03:47.0,0.5125
I2115596-0,128654017,5,42:48.0,0.8
I2118212-0,128745999,5,56:44.0,1.16572
I2179750-0,131096483,5,00:30.0,1.35
I2109175-0,91118627,7,18:25.0,1.225
I2212238-0,132045153,5,52:10.0,0
I2209470-0,106860364,6,30:46.0,1.34
I1982601-0,87684424,1,27:37.0,2.880769
I2223595-0,95806003,7,20:40.0,1.405
I2101894-0,103610556,6,10:58.0,2.375
I2033373-0,88478292,1,42:00.0,3.06142
I2261389-0,95972274,1,57:51.0,1.08571
I2052544-0,88871245,1,54:52.0,0.283333
I2025815-0,89020917,7,47:21.0,1.5
I2031163-0,102377642,6,13:34.0,2.78
I2030083-0,126485684,5,34:08.0,0.6
I2243072-0,94895194,1,30:01.0,1.029162
I2172100-0,130941713,5,41:32.0,0.3
I2358981-0,139395515,5,58:26.0,2.36187
I2069963-0,103027487,6,26:30.0,1.416666
I2055735-0,88941784,1,11:41.0,2.37
I2286620-0,136406367,5,03:14.0,0
I1939245-0,123967383,5,44:00.0,2.591666
I2240481-0,133761224,5,48:53.0,1.225
I1956817-0,87155973,1,15:02.0,1.1
I2280234-0,136042424,5,32:10.0,0
I2168646-0,91916803,1,05:31.0,2.835555
I2373973-0,101155817,1,58:36.0,1.475
I2043695-0,102590032,6,13:37.0,1.4375
I2254584-0,109343613,6,23:58.0,1.549092
I1948651-0,124361933,5,50:18.0,1.208333
I2108916-0,91118502,7,19:48.0,1
I2183189-0,94060154,7,10:27.0,1.25
I1944901-0,124201268,5,33:57.0,0
I1931490-0,100389657,6,51:26.0,1.25
I1934746-0,123772486,5,52:38.0,0.8
I2378439-0,140136444,5,03:43.0,2.733333
I1956150-0,87472616,7,36:42.0,0.3
I2257444-0,98218837,7,08:47.0,0.325
I2070952-0,103042322,6,37:20.0,1
I1913574-0,122685770,5,52:00.0,0.3
I2252473-0,134387324,5,47:32.0,1.461666
I2142628-0,92443458,7,14:40.0,0.954545
I2197114-0,131534195,5,20:15.0,1.1357
I1942164-0,124090330,5,14:00.0,0.6
I2368415-0,114721459,6,33:22.0,0
I2333360-0,113229704,6,03:34.0,0.765
I2064642-0,89081725,1,02:51.0,0
I2059632-0,127291718,5,02:59.0,2.935
I2164582-0,130673220,5,05:59.0,1
I2116016-0,91280233,7,39:22.0,1.273436
I2206941-0,95000582,7,09:03.0,1.46875
I2037660-0,102483234,6,59:24.0,0.3
I2140406-0,92341019,7,00:37.0,1.2
I2185114-0,92271964,1,29:59.0,1.2
I2083278-0,127789306,5,13:40.0,0.9
I2281085-0,99870056,7,59:15.0,1.05
I2236014-0,108294772,6,14:44.0,1.453566
I2308187-0,101409815,7,12:26.0,1.5
I2251567-0,109179052,6,35:08.0,1.540473
I2025220-0,102271877,6,59:09.0,2.445
I2012986-0,102092214,6,52:53.0,3.033333
I2334393-0,102591371,7,24:25.0,2.766666
I2282158-0,99941780,7,30:29.0,1.046828
I2091871-0,90692425,7,36:49.0,0
I1948075-0,100940426,6,23:03.0,2.140473
I2137011-0,129577321,5,43:20.0,2.2
I2106900-0,91073894,7,34:32.0,1.066666
I2299657-0,100959656,7,37:08.0,0
I2166013-0,130712819,5,54:01.0,1.284918
I2118489-0,128746094,5,44:22.0,0.5
I2297804-0,98008099,1,03:39.0,1.3
I2113869-0,91204828,7,11:18.0,0.819047
I2355540-0,139268783,5,52:45.0,0.266666
I1943856-0,124159206,5,43:50.0,2.591666
I2349025-0,138997819,5,37:30.0,0.3
I1946748-0,124267446,5,27:35.0,1.07545
I2109853-0,89941535,1,52:07.0,1.75
I2293101-0,111582462,6,46:45.0,2.5
I2142593-0,104838524,6,48:40.0,2.55
I2398614-0,102286002,1,22:47.0,1.3
I2357846-0,103686417,7,12:44.0,3.028571
I1949806-0,100994048,6,00:41.0,1.234782
I2188151-0,106143353,6,40:48.0,0.095
I2059156-0,127279831,5,34:45.0,0.4
I2301607-0,111925275,6,11:41.0,2.083333
I2136740-0,129565035,5,44:45.0,1.262293
I2057533-0,102852852,6,53:13.0,1.626666
I1916471-0,85898119,1,09:42.0,2.591666
I1928372-0,86501801,7,48:46.0,1
I2383203-0,101508271,1,47:00.0,0.6
I2204916-0,106676712,6,19:47.0,1.214666
I2227900-0,132804016,5,14:29.0,1.3625
I1917992-0,122934758,5,55:58.0,1.15
I2178238-0,93924251,7,57:40.0,2.50833
I2184893-0,131206435,5,48:55.0,1.7
I2157077-0,130385145,5,41:09.0,1.1125
I2027636-0,89058142,7,16:39.0,0
I2359377-0,139410281,5,10:12.0,1.2
I2217093-0,95465032,7,17:07.0,1
I2001136-0,88463531,7,11:17.0,0
I2358804-0,103747024,7,10:40.0,1
I1925195-0,86404706,7,39:22.0,1.3
I2256296-0,134607813,5,56:20.0,1.1
I2131807-0,91898927,7,10:10.0,1.070128
I2150224-0,91329818,1,03:11.0,0
I2291465-0,136641151,5,34:45.0,1.006483
I2133781-0,90683795,1,10:39.0,0
I2110302-0,91119203,7,11:38.0,1
I2209881-0,95127033,7,11:44.0,1
I2369088-0,114766013,6,12:18.0,0
I2320132-0,137848912,5,46:17.0,1.05
I2226935-0,107615641,6,40:43.0,2.164
I2343169-0,138698844,5,24:25.0,0
I2218515-0,107260059,6,27:54.0,0
I1952608-0,87372310,7,40:09.0,0.6
I2078819-0,89343789,1,44:36.0,2.57
I2174499-0,93840020,7,36:11.0,1.25
I2242735-0,133874464,5,30:41.0,2.43
I2231250-0,96286909,7,02:48.0,0.3
I2323794-0,102117259,7,52:20.0,0
I2036460-0,88531422,1,14:38.0,1.8
I2269304-0,110281907,6,21:11.0,1.28125
I1916073-0,85988708,7,27:24.0,0.7
I2071950-0,103044499,6,14:41.0,2.25
I2384449-0,115392903,6,13:13.0,1.225
I1941639-0,100733977,6,22:50.0,1.7
I1944356-0,87104107,7,28:43.0,1
I2261220-0,134926554,5,48:03.0,1.15
I2277064-0,99572946,7,14:55.0,1
I2094345-0,90744425,7,10:29.0,1.819375
I2215344-0,107095235,6,05:40.0,0.4
I2131678-0,129277566,5,04:05.0,2.578333
I2383767-0,140372448,5,57:54.0,0.3
I2216901-0,107191412,6,50:04.0,1.728571
I2031862-0,126532175,5,54:51.0,0.2
I2251321-0,97775832,7,09:50.0,0
I2069917-0,89168460,1,51:01.0,2.4757
I2119312-0,90174537,1,36:19.0,2.508333
I2258747-0,109644218,6,27:54.0,1.188888
I2031070-0,126516249,5,35:04.0,2
I2158966-0,93197686,7,07:23.0,1.4375
I2207463-0,106775862,6,38:59.0,1.72
I2137906-0,92210831,7,35:30.0,1.25
I2389931-0,105034186,7,22:13.0,1.175
I2051357-0,127096238,5,06:33.0,0.8
I2190504-0,94320151,7,21:09.0,1.177771
I2117078-0,91309147,7,07:51.0,1
I2185361-0,131220470,5,15:10.0,2.5
I2258236-0,98277957,7,10:20.0,0.611
I2124336-0,128929934,5,30:52.0,0.3
I2189851-0,106185972,6,55:00.0,1.3125
I2357055-0,114269864,6,47:58.0,1
I2150837-0,105111325,6,04:26.0,1.225
I2157454-0,93130925,7,13:34.0,0
I2172939-0,92029417,1,34:05.0,1.3
I2045627-0,126909051,5,40:50.0,1
I2207813-0,131901440,5,17:29.0,2.8625
I2214407-0,93182337,1,17:12.0,1.4
I2252318-0,95416077,1,33:22.0,1.2125
I2294940-0,100701414,7,56:47.0,2.08571
I2290461-0,136604157,5,36:49.0,1.32143
I2224013-0,95823314,7,12:42.0,1.092866
I2106929-0,128418118,5,42:06.0,0.26658
I1922842-0,100082877,6,45:10.0,1.99424
I2195929-0,94507464,7,19:11.0,0
I2113695-0,128573365,5,29:12.0,2.5
I2357569-0,103677323,7,17:29.0,2.315714
I1925700-0,100180091,6,11:26.0,2.955
I2389000-0,140671094,5,25:57.0,1
I2059852-0,89923636,7,54:39.0,1.6
I2042530-0,88668658,1,05:10.0,0.9
I2379771-0,104533011,7,26:11.0,0.3
I2123960-0,90294191,1,44:21.0,0.3
I2124318-0,104147046,6,50:24.0,1.607146
I1913678-0,85898628,7,29:12.0,1.70625
I2332228-0,102474312,7,06:56.0,0
I2055094-0,102815402,6,48:41.0,0.3
I2218110-0,107236463,6,54:30.0,0
I2093264-0,128026461,5,42:27.0,0.6
I1993427-0,87838300,1,47:35.0,2.291428
I2142076-0,104818512,6,46:43.0,2.285714
I2072902-0,127517772,5,56:46.0,1.215714
I2268383-0,99001359,7,36:09.0,1.45625
I2174987-0,131014429,5,55:18.0,2.375
I2078956-0,90353181,7,47:27.0,1.3
I2105966-0,128377177,5,17:36.0,1.483333
I2169215-0,105721032,6,51:09.0,1.94
I2069518-0,103022225,6,34:20.0,0
I2389023-0,104986115,7,44:20.0,1.053571
I2070882-0,127500222,5,55:53.0,1.825
I2280179-0,97071856,1,02:07.0,2.31
I2143223-0,104848306,6,25:32.0,3.16805
I2385567-0,115456091,6,11:02.0,1.0048
I1941031-0,86746692,1,40:02.0,1.15
I2234304-0,96582214,7,58:16.0,1.3
I2350993-0,139056414,5,16:07.0,0
I2343563-0,102976227,7,02:57.0,1.17
I2161273-0,105444593,6,00:40.0,2.1
I2194581-0,106303700,6,19:39.0,1.09205
I2154009-0,130271502,5,18:58.0,1.383333
I2286775-0,97466169,1,17:46.0,1.046666
I2272121-0,110435186,6,00:03.0,1.02
I2397445-0,141113578,5,10:44.0,1.416666
I2000154-0,101922748,6,39:16.0,2.2266
I2228298-0,132832487,5,22:49.0,1
I2163336-0,105515201,6,19:33.0,1.116666
I1961207-0,124807645,5,02:01.0,1.046675
I2313185-0,98666274,1,55:07.0,0.8
I2249443-0,97644250,7,14:23.0,2.586666
I2066017-0,102977147,6,07:32.0,0.614285
I2056400-0,127223446,5,20:18.0,1.916666
I2302569-0,137112724,5,03:16.0,2.55
I2314665-0,98726148,1,50:45.0,0.3
I1980845-0,101640386,6,33:29.0,0.3
I2130998-0,91865290,7,29:14.0,2.591666
I1922852-0,86147871,1,50:22.0,1.485714
I2385490-0,140465696,5,05:57.0,0.3
I1968519-0,125049713,5,24:39.0,1.2
I2061375-0,89036999,1,30:03.0,0.9
I2138296-0,104691778,6,35:34.0,0.96
I2279446-0,135985220,5,59:20.0,1.532137
I2280297-0,136044702,5,03:01.0,0
I2182349-0,105997966,6,18:28.0,1
I2385450-0,104790046,7,32:19.0,1.05
I2027732-0,88366076,1,51:01.0,1.35
I2315889-0,112533577,6,53:16.0,0.51
I2136756-0,129565608,5,53:05.0,0
I2217614-0,95487176,7,11:48.0,1.183333
I2247619-0,95158934,1,59:09.0,2.74715
I2044502-0,89525047,7,19:53.0,2.35
I2132157-0,90603487,1,41:13.0,1.3
I2231376-0,133058979,5,17:43.0,0.8
I2044270-0,88692373,1,00:33.0,2.574545
I2308103-0,98469588,1,32:35.0,1.3
I2013882-0,102107669,6,18:24.0,1
I2112260-0,91126590,7,46:38.0,1.95
I2104622-0,89850200,1,10:35.0,2.591428
I2183928-0,131183560,5,37:39.0,1.173071
I2320433-0,137856091,5,48:19.0,0.9
I2377357-0,115046939,6,07:36.0,1.35
I2356687-0,100471011,1,57:27.0,0
I1948362-0,124348142,5,06:40.0,1.96
I2164568-0,105556917,6,24:12.0,1.936666
I2228145-0,93792964,1,47:30.0,2.62
I2001220-0,101935636,6,14:12.0,1.63125
I1979522-0,101615389,6,32:06.0,1.5
I2141065-0,129747997,5,01:47.0,1.846666
I2131765-0,104408524,6,18:22.0,2.725
I1991383-0,101806954,6,32:00.0,2.536666
I2306965-0,98416302,1,09:41.0,1.296666
I2149070-0,130082776,5,35:31.0,0.858333
I2174036-0,93825820,7,14:45.0,2.77
I1949418-0,87001674,1,43:11.0,2.591666
I2215196-0,132167501,5,26:27.0,1.644444
I2290762-0,136616262,5,27:40.0,0.925
I2121191-0,128829313,5,49:35.0,0.775
I2045023-0,89538715,7,04:50.0,1.705
I2201471-0,131690196,5,03:24.0,1.128333
I2386150-0,104824716,7,41:45.0,1.3
I2070031-0,89168513,1,00:19.0,1.25
I1962824-0,101289138,6,16:46.0,1.08571
I2267778-0,135328928,5,32:55.0,0
I2142108-0,92418012,7,45:04.0,1.1125
I2231505-0,133076064,5,13:09.0,2.9
I1937805-0,86864472,7,39:57.0,2.54
I2100718-0,128222984,5,25:02.0,1
I2287666-0,97528244,1,50:32.0,0.671428
I2187420-0,131276039,5,53:06.0,0.3
I2177802-0,131052827,5,47:20.0,1.4
I2149162-0,92775617,7,26:59.0,1
I2135539-0,104573409,6,02:04.0,1.046153
I2287824-0,136473671,5,57:10.0,1.38
I2168344-0,130822038,5,56:51.0,1.81875
I2026821-0,102294512,6,31:08.0,1.16
I2263785-0,96103030,1,16:34.0,1.21875
I2079893-0,90371622,7,42:19.0,1.2
I2134270-0,104522298,6,40:10.0,0.6
I2043714-0,126848951,5,18:40.0,0.9
I2238834-0,108464537,6,46:02.0,1.51429
I2263789-0,98689794,7,54:19.0,2.58332
I2257550-0,109556372,6,39:57.0,2.133333
I2285732-0,111205664,6,45:51.0,1
I2248334-0,134165252,5,18:14.0,1.64
I2045270-0,126900982,5,13:00.0,1
I2183709-0,131177951,5,11:06.0,1.0825
I2205536-0,106702037,6,51:01.0,0.298742
I2208026-0,106802427,6,44:55.0,1.032266
I2322420-0,102058850,7,06:48.0,1
I2188583-0,94238976,7,34:48.0,2.48
I2222776-0,107458177,6,57:00.0,1.25
I2392160-0,101983929,1,45:55.0,0.57083
I2073650-0,103074126,6,14:54.0,0.55
I2108146-0,128461686,5,11:59.0,2.713333
I2146716-0,104977498,6,05:12.0,2.545
I2046751-0,102656155,6,26:03.0,1.6
I2107838-0,103750521,6,39:00.0,2.11428
I2184003-0,106028235,6,10:47.0,2.357142
I1989006-0,125645007,5,04:11.0,1.608333
I2156888-0,91524113,1,44:57.0,2.049766
I2386990-0,101698751,1,24:43.0,0.3
I2278267-0,110767976,6,12:46.0,0
I2215922-0,93259421,1,34:21.0,1.165384
I2162990-0,130618410,5,16:48.0,2.035
I2321889-0,102047465,7,21:45.0,0
I1997345-0,125798386,5,37:04.0,1.475
I2382803-0,140330123,5,55:57.0,2.6675
I2180234-0,105961057,6,18:17.0,2.185
I2061356-0,102911217,6,14:01.0,1.49
I2393164-0,102035273,1,03:56.0,0
I2275126-0,135757480,5,01:50.0,1.625
I2057761-0,88976656,1,47:20.0,0.3
I2136031-0,129522565,5,55:38.0,0.544444
I2231254-0,94021616,1,08:26.0,0
I2183263-0,94060628,7,00:27.0,1.19312
I1954689-0,124577330,5,55:36.0,0.9
I2334253-0,102582828,7,06:42.0,2.781666
I2104850-0,89855726,1,23:01.0,2.31
I1985927-0,87739369,1,53:03.0,2.083333
I2183921-0,131183386,5,35:15.0,2.603333
I2118091-0,128745738,5,39:57.0,1.971428
I2138085-0,92219508,7,43:31.0,2.591666
I2153612-0,91428881,1,55:03.0,0.944444
I1958119-0,101173635,6,55:08.0,1.227266
I2203696-0,106649352,6,36:10.0,1
I2082136-0,89400654,1,01:55.0,2.55
I2237808-0,133592124,5,44:02.0,1.8
I2204044-0,92849993,1,47:09.0,0
I2162715-0,91726947,1,24:39.0,0.2
I2081751-0,90431391,7,29:39.0,1.6
I2088806-0,103373804,6,46:09.0,1.8
I2346287-0,100032975,1,56:38.0,0
I2219464-0,95583772,7,23:09.0,0
I2311598-0,98605641,1,38:04.0,0.9
I1919355-0,122978687,5,05:48.0,2.011111
I1931733-0,100406199,6,55:39.0,1.15
I2023087-0,102245820,6,42:01.0,2.633333
I2247834-0,134148505,5,34:50.0,0.3
I2259635-0,95844467,1,14:49.0,2.39524
I2201044-0,131672600,5,36:10.0,0.3
I2203466-0,92834531,1,16:39.0,2.349466
I2354864-0,139221655,5,41:28.0,0
I2207289-0,131881761,5,17:36.0,0.483333
I2336487-0,138463326,5,31:10.0,2.82
I2283162-0,100009700,7,43:01.0,0
I1929644-0,123511422,5,19:58.0,2.244444
I2169462-0,130870199,5,12:04.0,1.45
I1943520-0,86821917,1,06:02.0,0
I2362539-0,139538423,5,43:59.0,2.683333
